index,message,label
43794,"3 lts and no fcking spot, gg",2.0
5291,amazing battle,0.0
51738,Меня засветили в A2!,0.0
37398,gg,0.0
42624,gg,0.0
8956,&gt;bz,0.0
6926,my rng isn't good today,0.0
53608,Im Spotted at K6!,0.0
51455,thank you so much,0.0
13472,it is spellede heavies you retard,1.0
26436,ис,1.0
54273,:'(,0.0
34253,elc u r nooob,1.0
45569,i spot,0.0
44925,u2,0.0
50515,сука инвалиды ебаные,1.0
51571,thx,0.0
5148,sry,0.0
3100,kv 2 reloads goooo t 34 muppet,0.0
16132,help,0.0
34018,лев тигр,1.0
41185,tx,0.0
32655,я у него просто спросил а ты как пёс лаять начал,1.0
28347,gg,0.0
35994,do i have some time to smoke a siggarette first?,0.0
5849,stupid E100 hide behind me,1.0
48797,gg,0.0
8853,:D,0.0
1386,def,0.0
12707,so lost ?,0.0
9691,wow they suck,2.0
53234,удоты,0.0
44061,both of them?,0.0
21218,Засвет в квадрате H4!!!,0.0
46539,drive,0.0
15946,spot pls,0.0
31914,lol curious for say gl,0.0
6624,they will run,0.0
3869,75 ехай,0.0
51469,they dr\ef,0.0
4659,:|,0.0
36284,:-),0.0
3508,dont push!!!!!!!!!!!,0.0
23679,ggez,0.0
2704,gg bois,0.0
28679,thx alot,0.0
49704,fck braindeads,1.0
41379,ten k,0.0
42226,spot them,0.0
36648,with u,0.0
24839,pls let me,0.0
21510,frontline,0.0
8261,https://www.twitch.tv/malpa_gaming_ha_ha KONKURS NA ZLOTO I PREMIUM TANKS ..GIVEWAY FOR GOLD AND PREMIUM TANK,0.0
2889,оставь,0.0
37994,ez,0.0
11196,gj,0.0
3474,tds IDIOTS,1.0
17653,gg,0.0
20638,hill is safe,0.0
31015,tough crowd,0.0
23973,boredom,2.0
7394,gl hf,0.0
22118,hes just being an ass,1.0
49792,usless,1.0
34994,ok,0.0
38400,elc?,0.0
46355,пп,0.0
34374,KINDER IDIOTI LEGO GAME MRDKY,1.0
13747,pawlack ?,0.0
25977,уебан,1.0
11048,look conqueror,0.0
15737,GG,0.0
17171,TRUE,0.0
11049,report ??d??ot cong,1.0
51724,go 430u,0.0
41584,foch hes up,0.0
4602,"gsor must be in reload, 3/4 at me",0.0
14777,gg,0.0
34136,fuck rng,1.0
18901,idiot,1.0
41521,cs time to move in‘,0.0
24443,idc,0.0
44287,is is an idiot xd,2.0
41079,clear,0.0
49753,idiot team,1.0
13317,gg,0.0
30514,Im Spotted at E4!,0.0
6778,nice arty,0.0
12736,*** team,1.0
17259,ggs,0.0
14644,"borrasque, EAT SHIT ASSHOLE!!!!",1.0
29286,so graet player CS,0.0
8179,only idiots,1.0
40238,Засвет в квадрате D0!!!,0.0
18629,arty help me,0.0
51212,183,0.0
48199,fuck this rng pos game,0.0
12178,yuh be,0.0
43162,rigged battle,2.0
36172,this one,0.0
39347,Im Spotted at F2!,0.0
34941,go 430,0.0
38512,lol,0.0
11516,it was fun to aim void. have a good day,1.0
40009,Засвет в квадрате K1!!!,0.0
8971,pls,0.0
19025,stupid heavy,1.0
19774,push is-7,0.0
4639,omfg,2.0
20212,T57,0.0
46757,ka ri can you go behind the tvp,0.0
25345,retards,1.0
6839,"idiots, T 55 is reloading",0.0
53559,i cant go so fast,0.0
15689,Засвет в квадрате D0!!!,0.0
46900,nice,0.0
41579,dont worry just win,0.0
26324,T103 there,0.0
25825,GL HF,0.0
28671,afk,2.0
6993,support you top tier,0.0
15637,soon be asking for mark of excellence back :-P,0.0
10584,if you want,0.0
6920,disabled cancers,1.0
46219,hwk if u push up a bit further,0.0
3875,пидарасы не помогли,1.0
23660,gg,0.0
49284,arrty,0.0
31570,Im Spotted at K6!,0.0
12632,?,0.0
1087,gg :D,0.0
22604,gg,0.0
45784,xd,0.0
32827,zizko kam jedes,0.0
42933,ae,0.0
18221,what do you want?,0.0
39293,CCAP,0.0
5158,"i mean, A-44 if you are going to take the lead when i'm doing all the damage, then at least do damage",2.0
15281,idiota,1.0
24886,thanks stupid tomato platoon,1.0
1823,"183, they were all sideways back here...smh",0.0
18194,ggs wp,0.0
31568,gg,0.0
30739,4k damage,0.0
53875,gg,0.0
45461,2 BOTS STILL THERE,1.0
45490,gg,0.0
53598,thx idiots for no play,1.0
29863,GOOD JOB IDIOT MORONS,1.0
37099,pls,0.0
47373,joke matchmaking,2.0
40075,Spotted at K7,0.0
28864,sgg,0.0
19947,F rng,1.0
46479,caaaaaaaaaaaap,0.0
22427,go,0.0
16553,gg,0.0
47017,kurvaaa,2.0
8460,just cap,0.0
37818,stall time,0.0
40872,amx has to be close,0.0
22300,how is GSOR 1010 looking like?,0.0
19130,i go spot,0.0
8540,ok,0.0
5424,I spot him if he comes here,0.0
44060,umm...why is our arty so far forward?,0.0
18154,move up you useless cunts,1.0
45543,lol,0.0
38309,fv lol,0.0
21753,EBR - sleep well,1.0
51986,лохи,0.0
37365,gg,0.0
43140,fv afk,0.0
22243,arty,0.0
54196,Im Spotted at E1!,0.0
8849,no way,0.0
10169,i need spot,0.0
18488,dzięki,0.0
28462,ok,0.0
6913,omg,0.0
9592,do somethin -.-,0.0
29846,wn8 is 15^ never saw it,1.0
16148,cap,0.0
15722,gg,0.0
5343,can i get the kill,0.0
5522,&lt;3,0.0
6016,hi guys,0.0
29098,3 cap,0.0
2488,cap,0.0
9266,I owe u blowjob,0.0
1590,asia camping mode,3.0
28262,s up,0.0
29755,?,0.0
29547,weekend scouts,0.0
14868,fck this,2.0
47495,arl 44 you sleep total !,1.0
45559,do you need a tissue Nancy?,0.0
22931,seriously,0.0
8109,?,0.0
47192,i did 7k combi on the other side,0.0
3237,areproted,0.0
46179,yep,0.0
15153,report him,0.0
42259,report ebr he he does it on purpose,0.0
45793,gg,0.0
31516,gg,0.0
14588,why so slwo,2.0
2760,darn low rolls,0.0
20507,what else xD,0.0
18143,even 90,0.0
24590,fist 10k :),0.0
17069,lolll,0.0
38900,e,0.0
18491,idiots,1.0
1128,learn to play first,0.0
11896,гриль и арта тащите,0.0
2232,fak off bot,1.0
2969,"T30, u can kill arty",0.0
51370,but totally agree who is this Dev noob...,0.0
49780,gold in side,0.0
40236,Засвет в квадрате D0!!!,0.0
48158,scorp,0.0
45232,gj,0.0
28059,move med idiots,1.0
15765,and they still cant remove it,0.0
24775,I‘ve been spotted in A2!,0.0
20609,Im Spotted at D7!,0.0
15814,Засвет в квадрате G4!!!,0.0
10795,gomig gforwardwe2,0.0
35307,need support south field,0.0
41670,go go,0.0
42052,gonna buy it again,0.0
53690,good,0.0
34634,Giga Dumbs BoBs Bobs Dumbs,1.0
51380,lol,0.0
35407,yep,0.0
39290,aim here from a safe place:,0.0
23808,AT7 use forest for cammo,0.0
10726,E100 uninstall after this game pls,1.0
15799,what the f are you doing,1.0
43287,the mos monger i see,2.0
28162,spać j... zjeby,1.0
26287,:),1.0
30987,"you know, you dont need to tell ppl you have daddy issues",1.0
13791,gj,0.0
11916,rng,0.0
14392,fcking bot,1.0
9570,Im Spotted at A8!,0.0
30922,church go!,0.0
48820,and a mini map,0.0
19891,game likes me to suffer,2.0
14234,fu,2.0
46508,GJ!!,0.0
24544,gg,0.0
28263,lt?,0.0
16143,spoter idiot,1.0
25872,this ELC...,0.0
22191,skoda idiot???,1.0
54244,Typeee,0.0
14038,Menj már nemm kapsz spotot.....,0.0
51909,tie,0.0
23052,i reload than we puch leo?,0.0
39217,gg 2nd mark,0.0
34758,arty up,0.0
21202,what thje fuck is this,1.0
25868,топ,0.0
20168,report T32 bot,1.0
19389,Im Spotted at E4!,0.0
7852,gg,0.0
36886,go together,0.0
8266,what do u want all in the north,0.0
32606,е100 тварь ты куда,1.0
3132,gg,0.0
13696,come to push,0.0
16153,Come on!,0.0
18752,GO UDES,0.0
43167,omgggggg,0.0
13556,GG,0.0
4481,40% wr player,0.0
41855,cap,0.0
2377,campers,0.0
18443,3601 PIDARMOTINA,1.0
25743,&lt;3,0.0
15622,her/if it`s :-P,0.0
34964,ez,0.0
16808,no,0.0
12956,got a clear shot,0.0
33897,2x noobs,1.0
50268,gg,0.0
33222,atack t1 heavy go atack,0.0
16122,lol,0.0
47110,704 ты светился,0.0
31893,arty,0.0
53649,m41 wtf man,0.0
21050,maybe?,0.0
4236,so report him as such,0.0
12820,z,0.0
50996,noice,0.0
2245,good,0.0
8181,leo,0.0
5829,fick NAshorn,0.0
11460,idk why im alone tho,0.0
14081,say this to T95 against tier 7 xd,0.0
30088,i am stock too,0.0
29735,move,0.0
2473,somebody flank,0.0
28330,lol... arty... ns,0.0
48127,арта,0.0
33900,onoher monger,1.0
30049,tamerrrabii senn neyapiyonn,0.0
15235,bruh,0.0
12609,gg,0.0
22471,from where arty?,0.0
7451,PA DA,0.0
38399,yeah ikr,0.0
10833,you block my gun,0.0
44816,thx arty ...,0.0
48680,???,0.0
44403,FU CONDOM VK THX\\,1.0
7765,Im Spotted at E1!,0.0
47600,Boo hoo,0.0
10886,10kills,0.0
5223,idiot,1.0
4383,im low,0.0
47067,Im Spotted at J5!,0.0
3207,how many do youy ever see,0.0
25931,1 снааряд,0.0
11014,boom,0.0
7243,arta rdy,0.0
13923,gg,0.0
28530,сам ты бот,2.0
30261,4th times bounced,0.0
32780,premium,0.0
36241,WOW,0.0
1390,mimiim,0.0
17185,oke,0.0
7235,faqqq,0.0
31077,nice spot,0.0
11432,Let's goo,0.0
25566,scheiß wot,2.0
36160,dont need,0.0
28007,gj,0.0
53345,OMG,0.0
39710,BOUURSKE,0.0
14641,fu team top tier imbecils,1.0
9931,sorry,0.0
19535,thanks retards,2.0
20825,help charioteer,0.0
16509,better push the west,0.0
1488,i the bushes i can do good dmg,0.0
20767,fuck this 3 idiots,1.0
43703,140 idiot,1.0
29419,chi nu wtf,1.0
16321,TY,0.0
4160,this fucking na,2.0
10728,sry crom,0.0
10721,what are you doing,0.0
7971,I've gotten all city maps today so I was like &quot;FINE&quot;,0.0
7124,176 ****I,0.0
46965,gj,0.0
38134,999 ping,0.0
22774,едь тт,0.0
15432,why supporting the light !!!,0.0
13410,all good,0.0
51016,fuckin noob,1.0
10762,сука дайте свэт,1.0
47519,T71,0.0
32417,e100 del game,2.0
40642,nice,0.0
35806,T32 ???,0.0
9342,Im Spotted at G3!,0.0
46122,arty cap,0.0
21682,3cap,0.0
23504,1 лт сюда 1 сюда,0.0
23406,he will win this game,0.0
32532,"binken_boy12345 (Kunze Panzer), you‘re blocking my line of fire!",0.0
42739,ok you want ticket you get ticket,0.0
20961,спаксибо ли крос,0.0
9967,qvest ?,0.0
40412,gg,0.0
25239,can‘t move,0.0
11543,scoda!,0.0
20519,HT have more spot than our,0.0
13749,this tiger 1 noob....,1.0
10703,such bs,1.0
38661,our top tiers gone south,0.0
10504,"Vipera please, fuck off",1.0
48838,noob,1.0
26457,T34 make the play,0.0
11919,u will lose,2.0
33946,told ya lemmings dude,1.0
52116,info on ambt ?,0.0
44293,gj team,0.0
10647,noobs,1.0
8528,light,0.0
25761,Арта (M53/M55) отстрелялась! По мне :(,0.0
47357,"im the idiot with 10k spot, but sure its all my fault",2.0
8579,niceee,0.0
25190,t67 wait,0.0
22181,gg,0.0
29761,no ayudaste a nadie shptk ahora no llores,1.0
12916,станьте на захват,0.0
29130,wow,0.0
29254,YES,0.0
25632,that clown car,0.0
52451,ı m king,0.0
35833,lets win comrades,0.0
26741,puh,0.0
3775,thx noobs,1.0
24149,middle noob,1.0
52918,gl,0.0
2783,morons there,1.0
6731,but iam not,0.0
3726,super hellcat,0.0
53088,Im Spotted at H5!,0.0
12232,1-2 lines cunt,1.0
8227,must make it a bit easier to mark,0.0
50153,me first,0.0
27204,omg kid,1.0
2884,только сука помогать цже не кому ебланы сука,1.0
54428,OK,0.0
10234,bro u cant stfu right?,1.0
2361,Im Spotted at B6!,0.0
46902,shite,1.0
50551,light goes and dies on bridge dosent spot mid,0.0
4958,gl,0.0
37026,je le fait :),0.0
17053,фух,0.0
25947,they should,0.0
43322,scared to take a hit when has 1000hp,2.0
42369,lol,0.0
21077,ill spot and you follow close,0.0
9534,gg,0.0
40337,rotate,0.0
13538,gg,0.0
13969,wwwd,0.0
6764,every td camps on 1 line,2.0
51127,what is there?,0.0
49878,no time,0.0
50317,why?,0.0
37203,löwe pls push,0.0
5936,"BattleGreen (Skorpion G), T'es tellement gros que tu bloque mon tir d??gage!",0.0
21213,report e 100,0.0
26437,нам пи*даа,1.0
6855,gg,0.0
43595,стадо,0.0
19857,ALL REPORT BOT 705A,1.0
49860,i will move,0.0
53295,wow camping prog...,0.0
20993,axaxax,0.0
19327,ow,0.0
51374,gg wp,0.0
25927,а нас убили потому что гандон на лт у нас в тиме,1.0
9531,gg meds,0.0
26709,good lose,0.0
36467,strv cap,0.0
18179,gg,0.0
24665,cunt,1.0
42895,go,0.0
20250,#please report excelsiort ... I will raise a ticket,0.0
14380,gg,0.0
13380,IN,0.0
39141,go go stb,0.0
9142,кд,0.0
17587,nice carry :D,0.0
26710,?,0.0
40106,"czech_mad_man[BD_CR] (Centurion 7/1), you‘re Blocking my Shot, &gt;=O!!!!",0.0
3362,fgt,3.0
42916,gg,0.0
4604,arty be redy,0.0
1116,hide behind ur meatsheild,2.0
45227,dumb idea,2.0
48938,not going hill alone bruh,0.0
42397,\5.1k games,0.0
32895,dwqarrradad,0.0
4458,SLEEP?,0.0
15694,Засвет в квадрате F6!!!,0.0
35358,15 sec to boom,0.0
20315,456 Prog ? next,0.0
25430,FAKING MONKEY,1.0
44788,i actually have someone in radio range this round yay !,0.0
1431,BC NOOB,1.0
27003,little fashistic CZ nazikid crying but camping with heavy at hill,1.0
50063,OBJ 777 POOS CC1 MK2,0.0
15753,барани,0.0
35286,:P,0.0
49383,dont die,0.0
32457,amx go idiot#,1.0
7353,3 dingi od pierdolonych papier??w,2.0
43139,we lost,2.0
21378,on th fkn hill,2.0
10492,jackson,0.0
30545,fv come,0.0
53359,NU DAAI L,0.0
53438,wtf,2.0
15194,u can t do shit,1.0
24386,scorpion,0.0
13480,gogo,0.0
42562,plz help,0.0
47313,well done boys,0.0
34140,none of you fuckers cloud help,1.0
27246,імбіцил сука,3.0
3062,so time to camp like a bitch,1.0
39215,stop attack,0.0
40647,goo,0.0
39862,9k dmg lmao,0.0
3744,Move medium,0.0
37727,how diu u not spot him,0.0
28050,report 777,0.0
31376,learn to pläy,0.0
8992,great,0.0
28501,go heavy ????,0.0
5309,gg,0.0
5236,HEFO,0.0
50618,:DDDD,0.0
21198,arty fucking farm that rat,1.0
36163,gg,0.0
25745,gg,0.0
40447,this will be a draw I guess,0.0
44547,gg,0.0
24515,gh FV,0.0
17918,xd,0.0
37973,GJ,0.0
35794,watch taht,0.0
43841,bad team,2.0
30920,ji ro,0.0
48998,char spot hill finaly,0.0
15917,panther 5 reports,0.0
25563,push on,0.0
23283,красавцы,0.0
9098,fck rng,1.0
36539,не я,0.0
36691,bfs,0.0
28413,stupids,1.0
14529,NEXT LOST ALL ONE SIDE,0.0
16389,"cpver ,e",0.0
51131,:D,0.0
41917,explain?,0.0
17734,BZ reporterd,0.0
12781,the daddy 277,1.0
13736,skoda bot,1.0
33411,nooob,1.0
31882,ram him,0.0
26395,what the fuck,2.0
53669,says the guy at spawn,1.0
38879,kuday,0.0
46931,Im Spotted at D9!,0.0
10940,vai toma no kuuu,0.0
18362,what u doing schwarts?,0.0
15337,grile stop!,0.0
21206,lol,0.0
52111,driving is hard,0.0
40540,omg,0.0
46070,4vs2,0.0
46265,always head bad things lmao,2.0
37587,how much hp he has?,0.0
54429,COMİNGGGGG,0.0
28425,gj,0.0
53761,LOL,0.0
25410,cobra bot and tvp bot,1.0
14404,absoluter schrott,1.0
43406,it angers me down,0.0
15955,Im Spotted at A9!,0.0
1515,amy support ???,0.0
23177,Правила для того чтоб их нарушать,0.0
15174,you kill me and you report me ?,0.0
48628,fuck,2.0
53498,where u go spot?,0.0
27004,im 1 hit i cant spot,0.0
21462,arty there 100%,0.0
44177,Засвет в квадрате A4!!!,0.0
3187,Im Spotted at C6!,0.0
1259,3 minutes,0.0
18344,want you min,0.0
24804,defend,0.0
37288,what ateam ...,0.0
2156,he has hp full so arty needs to do it,0.0
18545,prg 54 go in,0.0
43997,gg,0.0
36504,pffff,0.0
16895,center zero support team,0.0
25836,gl hf,0.0
45520,Im Spotted at F3!,0.0
28700,gl hf folks :),0.0
2207,xd,0.0
47888,Im Spotted at D5!,0.0
22686,703 ты полный отморозок,1.0
29284,ok,0.0
5240,thank you,0.0
43655,he didnt help,2.0
3148,give it pinh cheat?,0.0
18003,bot koz,1.0
12252,e3 looks direkt to me,0.0
54090,Im Spotted at C2!,0.0
53051,the biggest threat,0.0
29831,what idiots,1.0
29871,4+2?,0.0
24779,what a game,0.0
37527,Арта (M12) отстрелялась! По мне :(,0.0
51180,theyr arty is hunting me,0.0
35649,is7 coming,0.0
1644,gg wg,0.0
36681,pls,0.0
32178,jg here,0.0
4763,RETARDS,1.0
35518,Etwas Hilfe bei D4 wäre schon nett!,0.0
15406,no,0.0
19276,пуст,0.0
53458,bot team,1.0
15165,moron heavies,1.0
31445,"I‘m not upset, it‘s just one of those days",0.0
6776,me,0.0
46390,time,0.0
53672,while you hid in rear,1.0
40888,******,0.0
40037,gg,0.0
52360,mov **,0.0
32878,тупо блядская арта,1.0
36773,gg,0.0
51367,:P,0.0
12148,gg,0.0
33499,team stupid,1.0
38612,E25,0.0
40145,arty,0.0
48700,gg,0.0
20205,where the fuck are my shots going wg,1.0
18394,gg,0.0
42982,hahaha 0 dmg,0.0
37047,nobody left,0.0
7253,Im Spotted at F5!,0.0
19694,забыл что я на лт,0.0
17882,hol arty,0.0
47232,nice vz,0.0
33414,FU TEAM ARE U FUCKING BLIND????,1.0
38975,nice shot,0.0
54456,arta,0.0
6415,never stop the enemy when he's making a mistake,0.0
28618,Im staying here for now,0.0
51654,Sorry IS,0.0
16198,Im Spotted at H6!,0.0
40695,just pile up,0.0
1195,Im Spotted at G1!,0.0
1178,no enemy in this side??,0.0
13493,aim for leo..,0.0
17511,핑 족같네 진짜,2.0
30857,...,0.0
12053,lemmings,0.0
15171,why did you kill me ?,0.0
51558,gg,0.0
7085,nsss,0.0
1030,wtf?,0.0
33567,Jerk,1.0
34257,fucking camper team on g2,1.0
42864,professional spg player,0.0
27073,pfff lemmings,0.0
17528,got no gold sheel,0.0
29797,fuckoifff,2.0
22841,can someone help to push me,0.0
10276,go all together on is3a,0.0
11772,CHAR we have to clean 1/2 line,0.0
4683,"Rytis_P[B-D-J] (Skorpion G), you're blocking my line of fire!",0.0
4791,it never missed one shot at me,0.0
30292,where is he,0.0
1368,sorry bro,0.0
15497,cap,0.0
31080,thx ebr,0.0
23292,stay alive,0.0
8562,fv can u send platoon?,0.0
33434,ALL REPORT THIS 68 LOSER FOR BOT !!!!!!!!!,1.0
52175,mid,0.0
39685,i will try to flank and spot arty and vk,0.0
50239,gg,0.0
7486,arka gdynia,1.0
11617,hahahhaa nice scorpion,0.0
13489,lol,0.0
44542,go udes helped,0.0
26329,su,0.0
12879,gg arty,0.0
3098,useless muppets,1.0
4158,i spot this,0.0
44635,LIGHTS,0.0
29904,great job guys destroy them,0.0
38157,90 где то на нашей базе,0.0
14221,hey idiots meds if there is no light for spoting it's your job to spot,1.0
37789,brate,0.0
27366,there has to be 1 TD camping in the bushes,0.0
36304,only if you crossed your fingers,0.0
14041,menj már!!!!!!!!,0.0
30855,take ur mom,1.0
37432,leo!!!,0.0
46152,t54?,0.0
9235,wp,0.0
21859,go,0.0
40749,gg,0.0
9810,32????,0.0
36490,who,0.0
39521,m8a1 omg,0.0
11888,pls stay m10,0.0
14718,59 sebzés,0.0
54059,gsor,0.0
46501,gj,0.0
30147,better cap,0.0
4432,yeah could do,0.0
42830,lol,0.0
2943,nice,0.0
6397,Hilfe! Ich werde gleich auf A3 verpr??gelt!,0.0
38890,cap pls,0.0
11370,base is a bit exposed guys,0.0
8296,hil??l,0.0
42544,gg,0.0
2260,gg,0.0
9606,lol,0.0
35535,that camo man,0.0
12379,strv,0.0
28931,.I.,0.0
54373,p43???,0.0
20642,M44 hit me,0.0
54013,on sundays only P0laks and Ukran1an cowards,3.0
48908,ggg,0.0
23373,lol,0.0
7195,gg,0.0
11409,Засвет в квадрате C1!!!,0.0
14414,gg,0.0
14721,ok,0.0
20070,all fine now,0.0
45845,yes,0.0
47380,monkey back,0.0
7383,KNAI,0.0
19669,"fur,lololo",0.0
50417,xd,0.0
23305,report that Pz camping bot,1.0
11908,gg,0.0
53706,keep that in mind,0.0
46104,u played well,0.0
5988,next shithole and bastard team,0.0
29634,xd,0.0
40107,gj,0.0
49743,top sta 1,0.0
26756,airport is that way,0.0
14964,Арта (FV304) отстрелялась! По мне :(,0.0
47372,RU spot!,0.0
51678,gg,0.0
4332,3072 :D,0.0
3265,Im Spotted at G4!,0.0
22685,rooco fuck yue mommy,1.0
3678,gg,0.0
5538,ich bin raus,0.0
10434,"C4ll_me_Adam (S. Conqueror), you are blocking my target!",0.0
18576,eblan,0.0
27551,OMG,0.0
14633,ты гандюн 85,1.0
18339,tell me,0.0
36910,one fast go too cap,0.0
19426,arties shoting 400 ??,0.0
42890,grab a bush,0.0
14578,у нас ПТ вобще работают?,0.0
10748,wgg,0.0
44577,unistall covard,0.0
38985,4 heat left,0.0
15757,rusia - terorist,5.0
44829,Засвет в квадрате B2!!!,0.0
28482,look at braindead sh1t Lowe,1.0
39987,pantera one shot,0.0
47476,gg,0.0
8941,thx for the help kv2,0.0
48479,up,0.0
36322,c meny a retkes anyáda,0.0
21678,help me,0.0
13224,gg,0.0
52780,yea t95,0.0
4230,pls all report LT,0.0
5953,nice loser,2.0
24836,guys,0.0
2665,go attack the kv2,0.0
28911,i need yhe kill,0.0
46844,67,0.0
24419,move 150,0.0
22780,dont cap,0.0
20739,help ELC,0.0
41489,do you have turbo on the Hori?,0.0
47661,dont cap,0.0
15581,idioti,1.0
32772,xd,0.0
21802,спс за поддержку,0.0
8031,"They where in the city untill they had to go back to defend.. That's actually not camping you idiot, but smart..",0.0
5172,meh,0.0
6767,wtf tards go shot,1.0
40161,go,0.0
35989,try spot but do not die,0.0
20006,nest,0.0
5536,ideal,0.0
18648,Tier X me la comes,0.0
6986,really got them,0.0
27484,i will try,0.0
47018,patton,0.0
46325,Artty Crying Too :-))),2.0
1580,go back,0.0
8118,Chi to,0.0
47807,vipera,0.0
45544,0-15 maybe?,0.0
21812,move,0.0
28335,****** BOT TEAM...,1.0
6299,my back is starting to hurt,1.0
15340,***,0.0
4205,Im Spotted at C3!,0.0
4878,bisconte you have track you can move you know?,0.0
45563,gg,0.0
33915,2 asshole,1.0
39582,gj,0.0
5071,gg,0.0
51877,"well, frick",0.0
4715,Im Spotted at H6!,0.0
34112,тт виблядки,1.0
1747,gud team,0.0
5879,fucking hell,2.0
5641,what,0.0
22769,can any of you losers spot anything?,1.0
33846,moron,1.0
26241,strv are you blind?,1.0
48986,wait for the e75,0.0
4732,5 minutes left,0.0
24504,i cant push,0.0
6390,ko??obanov !!!,0.0
45527,amd your view range is crap - wake up,0.0
25408,"i think that is why u playin arty, to talk shit right?",1.0
24581,you tortoise ;),1.0
8555,Im Spotted at A5!,0.0
38249,gg rng,0.0
19599,amx,0.0
20948,просто свети,0.0
16932,"goldorak ,",2.0
39637,why is hehere,0.0
24792,you had them,0.0
26806,gg,0.0
43884,i was spotting all game until i was surrounded. no support bnut the bum elc,0.0
36097,lol gj,0.0
37597,go,0.0
12972,bot med,1.0
17533,you counter chieftains,0.0
53688,run,0.0
14443,meds hill?,0.0
26178,9 0 line needs to shove,0.0
6395,Hilfe! Ich werde gleich auf C1 verpr??gelt!,0.0
53325,lol,0.0
25602,t29 one shot,0.0
38565,classic,0.0
31582,stuyg,0.0
42869,I‘m too slow. arty may have to scout,0.0
46057,nice,0.0
26694,збейте захват,0.0
